WKT,fid,Category,AreaKm2
"MULTIPOLYGON (((445559.6976 4593278.8585,445566.3787 4593269.5631,445582.8255 4593246.096,445611.4365 4593204.9851,445635.2276 4593166.7529,445574.3027 4593127.0809,445528.5833 4593101.478,445463.9667 4593209.3757,445451.1652 4593231.9306,445457.8707 4593236.8073,445449.3365 4593249.6087,445476.1585 4593273.3828,445496.8846 4593286.1842,445517.8753 4593295.9664,445527.8867 4593300.7865,445532.3361 4593301.1573,445540.8893 4593287.3418,445545.9913 4593280.4821,445552.2317 4593276.6854,445559.6976 4593278.8585)))",73,2,0.0205
"MULTIPOLYGON (((475152.7725 4617780.6396,475231.7078 4617789.6801,475287.1049 4617792.574,475359.8653 4617795.8813,475413.6088 4617799.1886,475488.107 4617797.9498,475488.4362 4617778.518,475494.6374 4617731.3891,475500.4252 4617660.2822,475509.5202 4617611.4997,475517.7885 4617551.9685,475521.0958 4617536.6723,475542.1797 4617477.1411,475557.476 4617434.973,475583.9343 4617392.8051,475605.8451 4617358.9053,475609.9793 4617350.6372,475607.4987 4617341.5422,475535.5651 4617302.6814,475457.0169 4617274.5693,475406.5808 4617272.0889,475385.9102 4617282.8376,475345.3959 4617267.9549,475313.1498 4617266.3012,475169.2826 4617322.5251,475102.31 4617349.8103,475060.9688 4617369.654,475006.3985 4617403.5538,474955.1355 4617441.5876,474936.9453 4617455.6436,474929.5039 4617461.4315,474951.0013 4617482.9289,475008.0521 4617508.5602,475094.8685 4617543.2869,475182.5118 4617571.3989,475201.9422 4617576.7733,475192.4337 4617609.8462,475177.1374 4617670.2041,475174.2436 4617691.7016,475157.2937 4617744.2049,475152.7725 4617780.6396)))",74,1,0.2170
"MULTIPOLYGON (((475600.4413 4618105.8977,475574.4956 4618118.9171,475538.655 4618137.0585,475512.1065 4618149.4479,475425.3813 4618181.7486,475414.7829 4618186.6621,475406.0234 4618165.9579,475400.1838 4618145.2536,475388.7699 4618125.8765,475367.5347 4618081.2827,475345.7687 4618040.1396,475326.709 4618047.2359,475282.019 4618068.4748,475270.9571 4618073.3419,475267.7344 4618076.9317,475267.6933 4618076.829,475267.4779 4618076.9541,475309.9718 4618183.5585,475384.6277 4618370.8476,475468.7406 4618332.9027,475508.4281 4618442.8703,475520.8304 4618477.5967,475544.8083 4618550.3571,475751.514 4618532.994,475820.9671 4618523.8988,475806.9111 4618492.4796,475770.5309 4618423.0264,475752.3408 4618392.8474,475725.0555 4618336.6235,475664.2841 4618228.3096,475647.7476 4618203.9185,475630.7978 4618162.1638,475602.6859 4618109.6607,475600.4413 4618105.8977)))",75,1,0.1295
"MULTIPOLYGON (((452294.9994 4597322.6828,452295.3072 4597320.8356,452304.2124 4597316.4757,452304.7752 4597316.2002,452342.2191 4597338.8079,452343.9216 4597339.8357,452343.9321 4597339.8421,452369.978 4597348.4899,452416.0272 4597289.2831,452472.8833 4597221.1498,452486.5101 4597200.0051,452459.2566 4597178.8603,452416.0272 4597144.0888,452351.653 4597090.052,452287.7487 4597038.8345,452211.1575 4596975.4,452199.8802 4596963.183,452222.4347 4596920.4235,452094.626 4596832.0852,452085.6982 4596835.8442,452071.1317 4596868.7362,452041.9989 4596947.207,452006.046864874 4597048.7180938,451996.554166679 4597108.05518078,452001.1189 4597113.0763,451994.0707 4597131.4018,452125.6383 4597214.5715,452225.724 4597276.1264,452273.1822 4597303.8496,452293.3873 4597317.9461,452293.032 4597320.0772,452294.9994 4597322.6828)))",76,3,0.1208
"MULTIPOLYGON (((452369.978 4597348.4899,452343.9321 4597339.8421,452343.9216 4597339.8357,452342.2191 4597338.8079,452304.7752 4597316.2002,452304.2124 4597316.4757,452295.3072 4597320.8356,452294.9994 4597322.6828,452294.7227 4597324.3432,452201.6855 4597436.1758,452195.577 4597446.9832,452189.9384 4597451.2122,452141.0704 4597433.3565,452095.9614 4597421.6093,452075.7562 4597415.9708,452061.2915 4597419.2625,452011.5185 4597468.5704,451981.7477 4597503.458,451967.3275 4597522.0647,451944.5342 4597554.6265,451923.1365 4597590.4445,451917.70354978 4597600.93568922,451897.613646634 4597726.51392902,451963.4539 4597745.83,452027.3582 4597765.0953,452052.732 4597776.3726,452098.7807 4597789.0595,452138.721 4597804.0958,452201.2156 4597824.7706,452254.3125 4597841.6865,452298.9517 4597852.0241,452356.7477 4597860.482,452402.3264 4597865.1808,452465.291 4597866.5905,452503.8215 4597865.6508,452505.2312 4597864.241,452512.7493 4597862.8314,452581.3526 4597862.8314,452635.3893 4597861.8916,452671.1006 4597860.482,452692.7153 4597858.6024,452713.3903 4597858.6024,452736.8845 4597861.4218,452750.981 4597864.7109,452777.2946 4597871.7591,452826.6325 4597871.2893,452839.7893 4597868.0001,452851.5365 4597858.1325,452875.0306 4597839.3371,452874.0909 4597825.7105,452847.3075 4597789.9991,452779.644 4597721.396,452705.8721 4597643.3951,452666.8716 4597602.0453,452631.1603 4597565.8641,452567.7258 4597502.8995,452538.1232 4597472.8268,452509.4602 4597445.1037,452482.6767 4597423.9588,452444.616 4597398.1152,452431.9292 4597387.3078,452372.2537 4597349.247,452369.978 4597348.4899)))",77,3,0.3231
"MULTIPOLYGON (((472607.8047 4608258.9782,472607.5177 4608258.8298,472605.9966 4608259.7657,472571.8818 4608262.2025,472533.8073 4608265.8576,472485.9857 4608269.8174,472449.891 4608272.4065,472427.4794 4608273.5087,472432.0459 4608312.5304,472423.8216 4608318.3177,472416.8162 4608327.7602,472409.9763 4608336.6797,472450.6535 4608391.5102,472480.988 4608394.6396,472481.1967 4608394.6611,472525.2731 4608373.9235,472525.3055 4608373.9083,472577.5302 4608364.1848,472645.5262 4608364.7414,472645.1998 4608358.1379,472610.216 4608260.2245,472607.8047 4608258.9782)))",78,1,0.0224
"MULTIPOLYGON (((457269.483 4601201.3533,457338.4168 4601239.7525,457388.8817 4601268.0837,457431.5458 4601293.1999,457484.4586 4601316.5308,457542.2983 4601350.4661,457533.6038 4601321.678,457526.458 4601296.4296,457522.4532 4601282.2791,457505.2801 4601239.3464,457484.2431 4601193.838,457478.8843 4601181.8216,457467.1085 4601157.161,457453.9757 4601133.3031,457444.587 4601122.932,457428.0075 4601103.6619,457389.5969 4601087.0267,457372.6256 4601065.5631,457355.1057 4601051.873,457335.4819 4601037.5635,457317.4451 4601073.4543,457306.7868 4601100.9881,457299.6813 4601120.5282,457285.4704 4601156.0557,457269.483 4601201.3533)))",79,3,0.0378
"MULTIPOLYGON (((449138.274128466 4596397.03028781,448741.967065301 4596298.77356674,448762.4632 4596310.9924,448826.6699 4596340.0672,448956.2949 4596390.948,449037.462 4596420.0228,449163.6869 4596470.0177,449294.632871785 4596517.15875057,449328.82945415 4596456.18180242,449293.9737 4596446.0581,449269.3945 4596437.6345,449238.6368 4596425.2421,449226.8595 4596422.153,449179.1712 4596410.955,449164.8652 4596408.7317,449148.6662 4596406.7074,449132.8345 4596402.2668,449138.274128466 4596397.03028781)))",80,2,0.0257
"MULTIPOLYGON (((448741.967065301 4596298.77356674,449138.274128466 4596397.03028781,449162.3845 4596373.8202,449189.2722 4596348.6307,449186.8959 4596344.8153,449168.045 4596333.347,449157.29 4596326.5544,449116.2508 4596297.4026,449107.194 4596289.7607,449094.7407 4596281.8359,449063.3245 4596259.1937,449025.3986 4596234.2871,448988.3219 4596210.2297,448930.0179 4596172.5868,448904.2623 4596155.6051,448874.6078 4596132.6804,448826.9954 4596104.0939,448795.662 4596078.2469,448751.5565 4596041.0956,448773.5031 4596027.11,448782.843 4596019.7513,448795.0133 4596006.4489,448751.4268 4595981.2594,448758.3376 4595964.387,448734.9075 4595951.7506,448722.5578 4595976.731,448709.2554 4596005.0339,448702.2022 4596018.593,448685.7641 4596004.7507,448649.8195 4595974.4666,448598.5914 4595932.5785,448577.9301 4595914.7477,448566.259 4595907.4068,448527.2536 4595973.0268,448497.0149 4596007.4849,448452.4625 4596051.8405,448515.7044 4596109.2745,448491.0987 4596137.7553,448514.8627 4596145.3937,448560.1513 4596149.8698,448591.6489 4596171.6758,448615.8779 4596189.8476,448627.9924 4596217.7109,448646.1641 4596240.7284,448699.4678 4596273.4375,448741.967065301 4596298.77356674)))",81,2,0.1337
"MULTIPOLYGON (((445386.692201499 4593448.7811492,445386.8037 4593448.6696,445397.4909 4593436.4753,445397.7642 4593436.1635,445398.3084 4593435.5425,445393.5804 4593430.5469,445393.2594 4593430.2077,445380.8053 4593417.0486,445369.2594 4593407.9917,445362.5717 4593401.7005,445344.9213 4593380.2723,445342.892371999 4593378.01704374,445386.692201499 4593448.7811492)))",82,2,0.0005
"MULTIPOLYGON (((444907.9088 4593824.7823,444919.2462 4593813.385,444957.16269539 4593759.21855899,444896.177450002 4593824.10222992,444907.9088 4593824.7823)))",83,2,0.0005
"MULTIPOLYGON (((445039.9703 4593644.0981,445033.1545 4593650.6588,444957.16269539 4593759.21855899,445057.343276793 4593652.63402637,445056.9061 4593652.1102,445046.426 4593645.5117,445039.9703 4593644.0981)))",84,2,0.0015
"MULTIPOLYGON (((444957.16269539 4593759.21855899,445033.1545 4593650.6588,445039.9703 4593644.0981,444993.2499 4593633.8673,444912.9035 4593614.848,444876.4177 4593606.697,444873.3126 4593611.7429,444836.0505 4593685.1027,444803.058 4593747.9825,444794.5189 4593776.7052,444792.9662 4593786.7971,444797.2359 4593798.0534,444802.2817 4593811.2504,444808.4921 4593827.5526,444825.9586 4593827.1644,444895.4369 4593824.0593,444896.177450002 4593824.10222992,444957.16269539 4593759.21855899)))",85,2,0.0316
"MULTIPOLYGON (((449660.81609344 4603395.67306166,449723.698226171 4603333.40663668,449718.3525 4603320.4245,449664.5354 4603337.3082,449660.81609344 4603395.67306166)))",86,3,0.0020
"MULTIPOLYGON (((441269.9978 4591983.005,441260.847138946 4592007.72533137,441257.802 4592022.9509,441256.4436 4592036.9871,441258.7076 4592046.0429,441267.7631 4592060.0791,441280.8939 4592068.2292,441309.4191 4592075.4737,441347.0003 4592083.6238,441370.0922 4592085.4349,441371.4506 4592068.682,441377.3367 4592022.4982,441378.6951 4592015.2536,441423.0679 4592015.2536,441431.6707 4592015.2536,441430.212558799 4592008.77286907,441269.9978 4591983.005)))",87,2,0.0102
"MULTIPOLYGON (((441260.847138946 4592007.72533137,441269.9978 4591983.005,441306.842128071 4591805.6149,441300.3636 4591805.6149,441280.8939 4591894.8132,441265.0466 4591986.7282,441260.847138946 4592007.72533137)))",88,2,0.0011
"MULTIPOLYGON (((439003.3518 4590631.4752,439009.0019 4590630.2206,439015.0918 4590630.6919,439023.7604 4590632.3858,439043.2867 4590642.6252,439069.7186 4590659.294,439090.559 4590620.9579,439106.8662 4590589.2851,439114.4862 4590575.4738,439172.5888 4590611.907,439131.3298 4590667.5569,439169.6656 4590696.3921,439185.5 4590673.8907,439185.5 4590672.8906,439214.3351 4590634.0548,439179.4945 4590609.7639,439217.1183 4590558.0907,439145.2044 4590507.6081,439110.9143 4590566.9013,439049.95482231 4590531.73241717,439007.42274765 4590595.71669334,439004.0267 4590618.5001,439003.3518 4590631.4752)))",89,2,0.0178
"MULTIPOLYGON (((448064.599835532 4595837.7484804,448285.419934772 4595986.91495346,448299.516 4595989.0511,448325.6841 4596003.1642,448364.5428 4596024.7792,448379.806 4596039.8274,448411.7071 4596015.1661,448451.1736 4595975.6997,448483.4642 4595945.8009,448516.9509 4595914.7061,448533.6942 4595901.5507,448544.1262 4595892.8188,448511.9845 4595882.1994,448481.9834 4595877.6708,448441.5104 4595873.1424,448392.8294 4595866.0667,448359.1491 4595861.2553,448327.7329 4595853.6135,448292.3542 4595849.9339,448274.8065 4595839.7449,448252.1642 4595827.5748,448242.2582 4595822.7634,448218.7667 4595810.5931,448138.9528 4595771.5352,448085.1773 4595735.8734,448056.3083 4595710.4011,447995.1742 4595669.0788,447904.1706 4595544.4487,447875.8918 4595560.3123,447845.5439 4595574.7966,447814.5063 4595574.7966,447792.4351 4595580.3143,447773.8126 4595586.5219,447762.0872 4595589.2808,447740.016 4595603.765,447786.2276 4595631.354,447828.9905 4595672.7375,447846.2337 4595687.2217,447875.1699 4595704.7403,447896.3971 4595720.3069,447921.5866 4595738.4208,447951.8707 4595757.6667,447979.0415 4595776.9127,447993.4759 4595785.1205,448015.269 4595795.0265,448042.44 4595816.8198,448064.599835532 4595837.7484804)))",90,2,0.0933
"MULTIPOLYGON (((448285.419934772 4595986.91495346,448064.599835532 4595837.7484804,448067.9125 4595840.8771,448091.1208 4595860.6892,448105.8382 4595871.4443,448124.5182 4595880.7842,448149.4247 4595897.1999,448174.0483 4595916.7289,448207.7286 4595944.4657,448241.126 4595970.2213,448257.4544 4595985.4001,448263.7 4595984.7739,448273.5991 4595985.1236,448285.419934772 4595986.91495346)))",91,2,0.0015
"MULTIPOLYGON (((478851.0455 4611752.2155,478830.7176 4611740.6881,478766.2953 4611710.0159,478711.4135 4611681.1913,478659.2992 4611654.2689,478626.7292 4611636.8199,478592.7886 4611619.1761,478580.5051 4611611.0331,478558.3848 4611594.9921,478534.8946 4611574.7951,478505.0169 4611540.3876,478492.7264 4611522.6664,478483.4671 4611506.6731,478461.3435 4611464.3589,478445.7605 4611432.0849,478431.7777 4611404.1622,478417.9382 4611375.7222,478400.246 4611338.7735,478390.4537 4611317.1044,478381.7381 4611300.5449,478377.6973 4611295.3043,478368.131 4611297.8899,478364.4311 4611314.9768,478361.9258 4611325.5545,478362.3477 4611337.3686,478362.833 4611347.8343,478363.5584 4611361.4361,478363.6734 4611371.4661,478362.1844 4611382.9523,478362.1844 4611389.4159,478364.7699 4611400.7921,478358.5647 4611410.8755,478355.7208 4611422.7686,478355.2036 4611432.5935,478357.4941 4611449.2515,478359.5348 4611466.5629,478368.6075 4611543.9797,478378.2144 4611621.0753,478380.8518 4611652.9121,478382.7821 4611673.0652,478382.3511 4611694.7615,478375.2125 4611705.3072,478359.0495 4611724.056,478324.862 4611760.8223,478291.6332 4611798.0324,478246.6132 4611847.305,478240.1495 4611861.5252,478236.7884 4611872.3842,478236.0203 4611880.768,478237.5034 4611886.8857,478241.3124 4611895.8258,478250.4871 4611912.0164,478270.4554 4611944.1275,478279.0903 4611962.9115,478289.6441 4611983.5394,478300.6776 4612007.5254,478304.442231886 4612016.93697972,478322.0243 4612019.5844,478373.922986386 4612080.10451394,478386.1715 4612084.0111,478408.3873 4612092.2166,478408.491 4612092.0682,478408.8928 4612092.2166,478423.4856 4612071.328,478440.2758 4612047.342,478451.789 4612031.5113,478460.424 4612018.5589,478470.0184 4612007.5254,478478.6533 4611997.4513,478505.8089 4611968.8665,478521.8575 4611978.9061,478526.2527 4611983.8185,478561.1567 4612013.293,478584.6847 4612029.84,478623.9823 4612062.2133,478669.0759 4612098.1922,478669.2599 4612097.9357,478669.5814 4612098.1922,478701.2428 4612054.0581,478710.3575 4612041.5854,478719.9518 4612032.4707,478730.0259 4612014.7211,478736.4557 4611998.9911,478742.5842 4611982.8342,478748.7126 4611943.2777,478746.6911 4611916.9893,478745.5524 4611901.426,478742.8952 4611880.9281,478742.8952 4611874.0955,478744.4136 4611867.6424,478752.0054 4611864.9853,478759.9768 4611867.2628,478767.1891 4611871.0587,478790.3441 4611884.724,478798.3155 4611856.2547,478805.9073 4611841.4506,478813.1196 4611824.369,478817.2951 4611814.8793,478825.6461 4611799.316,478851.0455 4611752.2155)))",92,1,0.2230
"MULTIPOLYGON (((478304.442231886 4612016.93697972,478311.2314 4612033.9099,478317.9475 4612049.2609,478324.1839 4612064.1322,478341.9334 4612069.4091,478358.7236 4612075.6454,478363.2592 4612084.6242,478364.4545 4612077.0846,478373.922986386 4612080.10451394,478322.0243 4612019.5844,478304.442231886 4612016.93697972)))",93,1,0.0015
"MULTIPOLYGON (((441306.842128071 4591805.6149,441269.9978 4591983.005,441430.212558799 4592008.77286907,441427.5957 4591997.1422,441425.3317 4591976.3142,441421.7095 4591936.9221,441419.4455 4591868.5518,441418.5401 4591856.7795,441347.0003 4591852.7043,441347.9058 4591864.9295,441340.2085 4591865.3824,441333.8696 4591860.8544,441330.2472 4591855.8739,441326.625 4591850.8932,441319.3805 4591830.0652,441309.872 4591805.6149,441306.842128071 4591805.6149)))",94,2,0.0205
"MULTIPOLYGON (((444673.056056274 4592954.04170935,444669.7499 4592954.5004,444522.573826314 4593273.61508427,444524.0918 4593277.5365,444554.3673 4593305.483,444567.5643 4593312.0816,444579.3391 4593318.7875,444583.9448 4593321.4709,444594.9588 4593309.0356,444616.2763 4593277.77,444629.0666 4593252.8997,444656.4242 4593185.3944,444654.0221 4593180.8988,444661.0596 4593161.9279,444667.4096 4593133.198,444676.1197 4593086.408,444682.2396 4593030.4281,444673.056056274 4592954.04170935)))",95,2,0.0241
"MULTIPOLYGON (((451444.3977 4598825.7626,451439.9193 4598831.6654,451434.6484 4598835.687,451402.3323 4598879.2436,451372.3578 4598926.0789,451362.5224 4598946.218,451334.4212 4598987.9013,451303.9784 4599034.7365,451294.6113 4599057.2174,451275.4088 4599103.5843,451263.2318 4599146.2042,451252.4597 4599182.2673,451235.599 4599286.7098,451231.8522 4599341.0386,451238.8776 4599413.6331,451253.3964 4599477.3289,451260.8901 4599489.0377,451278.6874 4599462.8101,451303.51 4599425.3419,451320.0962 4599403.2681,451362.0172 4599317.7048,451396.4078 4599248.3689,451403.122197466 4599235.8207,451556.819308888 4598861.61370995,451504.4771 4598844.4244,451444.3977 4598825.7626)))",96,3,0.0908
"MULTIPOLYGON (((463710.067079742 4605473.63026449,464031.050211324 4605193.05321484,463984.779 4605181.2284,463966.8575 4605156.0159,463880.2338 4605148.1884,463890.6704 4605188.8912,463888.0612 4605202.9806,463857.7951 4605225.9411,463814.4832 4605259.3382,463799.872 4605274.9931,463794.5941 4605285.5233,463727.1092 4605324.3783,463697.4567 4605339.7158,463685.1867 4605351.9858,463683.1417 4605364.2558,463692.3442 4605380.6158,463702.5692 4605393.9083,463716.8842 4605401.0658,463727.1092 4605410.2683,463726.0867 4605420.4932,463724.0417 4605429.6957,463710.7492 4605447.0782,463696.4342 4605459.3482,463710.067079742 4605473.63026449)))",97,1,0.0357
"MULTIPOLYGON (((467054.3894 4606688.7021,467054.4346 4606689.4966,467051.439 4606696.4865,467037.9946 4606712.5163,467023.95776152 4606723.1650071,467083.721495255 4606752.65681071,467084.2211 4606750.6531,467091.4604 4606742.3797,467101.0266 4606732.2963,467118.6778 4606712.087,467118.8666 4606711.8709,467107.4903 4606703.8558,467063.5372 4606664.0395,467061.7273 4606664.8153,467061.6878 4606665.1236,467060.4346 4606674.8985,467054.4879 4606688.8597,467054.3894 4606688.7021)))",98,1,0.0038
"MULTIPOLYGON (((467023.95776152 4606723.1650071,467008.003 4606735.2687,466988.8703 4606743.5422,466954.7421 4606741.4739,466935.0923 4606743.0251,466904.0665 4606731.649,466865.8014 4606711.4822,466834.2585 4606679.9393,466798.0618 4606660.8067,466772.7239 4606646.8451,466753.5914 4606643.2254,466732.9075 4606635.986,466721.0143 4606628.2297,466701.8818 4606627.1955,466676.0268 4606629.7809,466665.1678 4606635.469,466651.2064 4606632.3664,466647.0695 4606635.469,466637.7617 4606638.5715,466631.5566 4606632.8835,466624.8342 4606631.8493,466617.595 4606631.8493,466610.8728 4606632.8835,466605.7017 4606626.1614,466596.911 4606614.7851,466586.5692 4606604.9603,466579.3299 4606601.3406,466567.4366 4606601.3406,466559.1629 4606603.9261,466558.1288 4606600.8235,466551.9237 4606599.2723,466538.4792 4606596.1697,466527.1031 4606593.5841,466533.8252 4606612.7167,466532.2741 4606620.9903,466537.9621 4606641.1571,466544.1672 4606665.4605,466561.7486 4606676.3196,466583.4666 4606698.5548,466603.1162 4606718.7215,466610.097 4606722.8583,466616.5607 4606724.4097,466626.9027 4606725.4438,466643.1913 4606729.5805,466656.8943 4606733.7173,466672.1488 4606738.3711,466684.8176 4606747.6789,466696.7107 4606760.0893,466700.5889 4606768.3628,466702.9159 4606777.412,466707.0527 4606786.7197,466714.5507 4606798.613,466724.6339 4606799.6471,466738.0785 4606799.6471,466762.8991 4606794.9933,466784.6172 4606794.2177,466788.4954 4606791.8907,466799.613 4606791.8907,466812.5405 4606792.6663,466825.985 4606794.7348,466829.8632 4606798.8715,466838.9123 4606803.5253,466844.859 4606808.9549,466852.0983 4606817.2286,466860.3718 4606820.8481,466868.3869 4606823.6922,466878.2118 4606827.0533,466891.6563 4606828.8632,466903.0322 4606827.5703,466918.8038 4606819.814,466928.8871 4606813.6088,466945.6928 4606813.6088,466963.7912 4606814.1258,466966.3767 4606817.487,466971.289 4606823.4336,466974.9087 4606825.2435,466988.3532 4606823.175,467012.3983 4606818.0042,467022.9987 4606820.5895,467033.3407 4606804.3009,467054.0245 4606783.1,467083.2404 4606754.6597,467083.3589 4606754.7129,467083.4403 4606754.3866,467083.3053 4606754.326,467083.721495255 4606752.65681071,467023.95776152 4606723.1650071)))",99,1,0.0553
"MULTIPOLYGON (((451749.235665244 4598139.65668644,451688.0505 4598061.7409,451651.483625819 4598080.25482428,451668.9848 4598074.0153,451680.7802 4598069.5919,451686.1866 4598072.0493,451698.4737 4598078.93,451732.3857 4598120.2145,451749.235665244 4598139.65668644)))",100,3,0.0002
"MULTIPOLYGON (((451651.483625819 4598080.25482428,451688.0505 4598061.7409,451749.235665244 4598139.65668644,451751.5535 4598142.3311,451752.079939332 4598143.27870579,451765.201802082 4598159.98864278,451792.8377 4598154.1264,451792.3463 4598103.0125,451785.4656 4597999.8018,451781.5337 4597909.3693,451779.0762 4597878.4061,451779.5679 4597855.3065,451781.0422 4597844.4939,451793.8208 4597795.3459,451791.3633 4597785.5163,451775.636 4597772.7378,451771.2127 4597765.857,451682.7461 4597754.0616,451628.1919 4597747.1809,451604.1094 4597740.7915,451550.0465 4597728.0131,451495.0008 4597710.3198,451467.4778 4597698.0327,451411.9405 4597673.9502,451386.3835 4597658.7143,451273.8346 4597599.2454,451237.465 4597578.6031,451223.2121 4597590.8901,451222.2292 4597610.0578,451201.0954 4597586.9583,451161.2856 4597540.2676,451128.8479 4597512.2531,451082.1573 4597478.3411,451067.4128 4597468.0201,451047.7537 4597475.3922,451041.8558 4597478.8326,451030.5518 4597497.5088,451027.6029 4597516.185,451032.5178 4597551.5717,451045.7877 4597592.3645,451049.2282 4597592.8559,451055.1259 4597610.5493,451062.0066 4597638.0722,451069.3787 4597660.1888,451071.8362 4597662.6462,451067.4128 4597670.0184,451089.038 4597732.9278,451108.6971 4597782.076,451122.4587 4597822.8688,451139.6605 4597863.6617,451160.7941 4597907.4033,451176.5216 4597946.7219,451188.8085 4597976.2106,451204.5359 4598007.6654,451212.891 4598010.6142,451222.2292 4598022.4098,451236.9735 4598051.8987,451254.6669 4598074.9982,451280.7153 4598109.8932,451306.2723 4598149.7032,451327.8973 4598175.7517,451388.841 4598154.1264,451392.2813 4598158.5497,451399.162 4598160.0242,451422.2616 4598152.652,451488.6114 4598129.061,451535.3022 4598112.3506,451538.2511 4598120.7058,451612.4646 4598094.1659,451651.483625819 4598080.25482428)))",101,3,0.2959
"MULTIPOLYGON (((451765.201802082 4598159.98864278,451752.079939332 4598143.27870579,451756.4682 4598151.1777,451760.4001 4598161.0072,451765.201802082 4598159.98864278)))",102,3,0.0000
"MULTIPOLYGON (((451889.018223313 4597780.242318,451877.1791 4597854.24647102,451877.1791 4597938.3319,451879.0699 4597990.1432,451881.3391 4598073.7221,451882.4736 4598120.9953,451936.1759 4598142.5519,451964.9181 4598155.0321,451960.0016 4598171.6722,451945.6306 4598202.6835,451924.8304 4598253.7385,451915.7539 4598273.4042,451911.1608 4598301.4685,451913.4848 4598322.5682,451932.7722 4598332.7792,451963.4053 4598348.663,452014.4605 4598377.4051,452085.5592 4598420.1401,452130.9415 4598445.8568,452161.9526 4598465.144,452214.5204 4598497.2899,452243.2626 4598512.4172,452254.5775 4598520.8227,452269.7356 4598532.083,452281.8375 4598549.1013,452304.9069 4598577.4652,452329.4888 4598597.8872,452356.7181 4598616.0402,452374.4929 4598623.2257,452388.8639 4598628.8984,452417.9843 4598635.3276,452501.1851 4598649.6986,452551.8618 4598660.666,452596.1095 4598669.7425,452652.7622 4598679.5753,452658.0567 4598652.7242,452664.8641 4598631.9239,452676.5877 4598594.8618,452722.3482 4598460.9841,452745.0393 4598389.1289,452783.6142 4598266.2185,452808.9527 4598188.3124,452836.9384 4598102.4643,452829.8282 4598097.5478,452811.6753 4598091.497,452776.8823 4598075.2348,452752.6783 4598060.4857,452737.9292 4598089.2277,452701.2452 4598145.9556,452669.4775 4598127.4244,452627.1207 4598092.6316,452627.3252 4598092.3591,452628.9363 4598086.5805,452635.3656 4598075.9914,452669.7805 4598032.1217,452711.0026 4597981.8231,452729.9119 4597967.074,452733.3156 4597955.7283,452703.136 4597926.9862,452683.4704 4597912.9933,452652.4592 4597922.4479,452622.2043 4597925.8517,452593.4622 4597926.9862,452562.8292 4597928.8772,452538.2472 4597935.6846,452529.9272 4597937.5754,452515.1778 4597924.339,452497.025 4597922.4479,452450.5082 4597921.6917,452394.5367 4597916.7753,452357.4746 4597909.9679,452313.2268 4597902.4041,452262.55 4597894.4623,452228.1351 4597885.7639,452188.8039 4597875.9311,452164.2218 4597869.124,452132.8324 4597858.5348,452090.8539 4597845.6764,452079.5082 4597842.6508,452035.2606 4597826.389,452022.0241 4597823.3635,452000.8457 4597816.556,451976.6419 4597807.8578,451943.7397 4597794.6212,451913.4848 4597784.4103,451899.4919 4597781.3849,451889.018223313 4597780.242318)))",103,3,0.5480
"MULTIPOLYGON (((451877.1791 4597854.24647102,451889.018223313 4597780.242318,451878.6918 4597779.1158,451876.8008 4597791.9741,451877.1791 4597817.3125,451877.1791 4597854.24647102)))",104,3,0.0004
"MULTIPOLYGON (((449328.82945415 4596456.18180242,449294.632871785 4596517.15875057,449320.5944 4596526.505,449338.6089 4596459.0222,449328.82945415 4596456.18180242)))",105,3,0.0012
"MULTIPOLYGON (((472107.187333457 4608069.23285867,472095.0378 4608075.5969,472075.8484 4608090.5221,472062.4461 4608100.8783,472044.1704 4608116.1081,472027.1129 4608134.9931,472016.7567 4608148.3954,472005.7912 4608157.2286,471992.9981 4608164.8435,471983.5557 4608169.1079,471971.6765 4608175.809,471961.0155 4608187.0791,471950.915 4608195.9478,471949.5711 4608197.1278,471948.5271 4608198.0445,471936.9524 4608211.4468,471931.1651 4608222.7168,471928.4238 4608240.3834,471928.4238 4608250.4351,471930.5558 4608256.8316,471942.7398 4608265.0557,471946.9035 4608278.7036,471948.2225 4608283.027,471948.654 4608291.0087,471948.8318 4608294.297,471948.8318 4608299.70911411,472107.187333457 4608069.23285867)))",106,1,0.0092
"MULTIPOLYGON (((445729.942865468 4594003.34554967,445732.4015 4594024.4927,445730.5882 4594036.0298,445730.5882 4594041.9173,445739.1899 4594050.6519,445761.8992 4594068.069,445786.3675 4594087.8146,445790.744 4594090.2979,445800.7113 4594093.1679,445806.3575 4594094.8018,445813.67088206 4594090.72082585,445765.772 4594061.232,445729.942865468 4594003.34554967)))",107,2,0.0014
"MULTIPOLYGON (((445335.797478829 4593366.554356,445334.2033 4593368.3587,445342.892371999 4593378.01704374,445335.797478829 4593366.554356)))",108,2,0.0000
"MULTIPOLYGON (((445308.701585953 4593385.20786924,445213.260173777 4593486.75028562,445246.172 4593516.4355,445238.9061 4593525.4314,445231.6401 4593532.3514,445272.1219 4593565.9131,445281.1178 4593559.3391,445317.2781 4593523.367,445362.9259 4593476.8579,445377.5677 4593457.9098,445386.692201499 4593448.7811492,445342.892371999 4593378.01704374,445334.2033 4593368.3587,445332.6056 4593368.4662,445323.6755 4593374.5764,445308.701585953 4593385.20786924)))",109,2,0.0170
